#Parameters = {d=500; p=50; phi=0; r1=40; r2=15; t=0.2; theta=0; w=2.5; Mesh Pass=3}
#"Frequency / THz"	"S2,1 (3) [Magnitude / dB]"
#---------------------------------------------
2.1830000877380	-12.859944065514
2.1875000000000	-12.651164768980
2.1919999122620	-12.445882189521
2.1965000629425	-12.243973894585
2.2009999752045	-12.045325587407
2.2054998874664	-11.849837744918
2.2100000381470	-11.657429285314
2.2144999504089	-11.468039437996
2.2190001010895	-11.281625818728
2.2235000133514	-11.098162764518
2.2279999256134	-10.917647668819
2.2325000762939	-10.740086136822
2.2369999885559	-10.565497228583
2.2414999008179	-10.393906472453
2.2460000514984	-10.225342389811
2.2504999637604	-10.059835413505
2.2550001144409	-9.8974065063664
2.2595000267029	-9.7380733020331
2.2639999389648	-9.5818382468490
2.2685000896454	-9.4286904405854
2.2730000019073	-9.2786043097700
2.2774999141693	-9.1315368770176
2.2820000648499	-8.9874215263010
2.2864999771118	-8.8461801572982
2.2909998893738	-8.7077133350572
2.2955000400543	-8.5719022795708
2.2999999523163	-8.4386185096765
2.3045001029968	-8.3077179039875
2.3090000152588	-8.1790537273559
2.3134999275208	-8.0524675668549
2.3180000782013	-7.9278092365789
2.3224999904633	-7.8049267816652
2.3269999027252	-7.6836780676197
2.3315000534058	-7.5639384249533
2.3359999656677	-7.4455999603938
2.3405001163483	-7.3285770304784
2.3450000286102	-7.2128096386848
2.3494999408722	-7.0982723579751
2.3540000915527	-6.9849652940523
2.3585000038147	-6.8729271109898
2.3629999160767	-6.7622274669507
2.3675000667572	-6.6529737880107
2.3719999790192	-6.5453034380637
2.3764998912811	-6.4393860589490
2.3810000419617	-6.3354187309291
2.3854999542236	-6.2336252370306
2.3900001049042	-6.1342467632504
2.3945000171661	-6.0375417000030
2.3989999294281	-5.9437788131044
2.4035000801086	-5.8532319924775
2.4079999923706	-5.7661750293602
2.4124999046326	-5.6828726209955
2.4170000553131	-5.6035872082094
2.4214999675751	-5.5285563364642
2.4260001182556	-5.4580014741313
2.4305000305176	-5.3921157122162
2.4349999427795	-5.3310634714559
2.4395000934601	-5.2749729361673
2.4440000057220	-5.2239395949383
2.4484999179840	-5.1780120986525
2.4530000686646	-5.1371999296238
2.4574999809265	-5.1014620935129
2.4619998931885	-5.0707140782121
2.4665000438690	-5.0448180059314
2.4709999561310	-5.0235853676053
2.4755001068115	-5.0067806522169
2.4800000190735	-4.9941172842436
2.4844999313354	-4.9852606118247
2.4890000820160	-4.9798245325529
2.4934999942780	-4.9773903009591
2.4979999065399	-4.9774935060928
2.5025000572205	-4.9796463533462
2.5069999694824	-4.9833280019588
2.5114998817444	-4.9880085785356
2.5160000324249	-4.9931522330556
2.5204999446869	-4.9982254260739
2.5250000953674	-5.0027136795602
2.5295000076294	-5.0061322858336
2.5339999198914	-5.0080354244265
2.5385000705719	-5.0080306691471
2.5429999828339	-5.0057893245340
2.5474998950958	-5.0010537144579
2.5520000457764	-4.9936464103466
2.5564999580383	-4.9834732592420
2.5610001087189	-4.9705260652294
2.5655000209808	-4.9548813961200
2.5699999332428	-4.9366990523179
2.5745000839233	-4.9162120623813
2.5789999961853	-4.8937177560584
2.5834999084473	-4.8695711853854
2.5880000591278	-4.8441749984489
2.5924999713898	-4.8179513372268
2.5969998836517	-4.7913463268323
2.6015000343323	-4.7648115943872
2.6059999465942	-4.7387836475266
2.6105000972748	-4.7136751324779
2.6150000095367	-4.6898721817500
2.6194999217987	-4.6677123493600
2.6240000724792	-4.6474838499868
2.6284999847412	-4.6294149246641
2.6329998970032	-4.6136701925151
2.6375000476837	-4.6003500686310
2.6419999599457	-4.5894825767703
2.6465001106262	-4.5810244019482
2.6510000228882	-4.5748674214047
2.6554999351501	-4.5708354613281
2.6600000858307	-4.5686880204049
2.6644999980927	-4.5681336349780
2.6689999103546	-4.5688308290680
2.6735000610352	-4.5703979522252
2.6779999732971	-4.5724256361754
2.6824998855591	-4.5744928877327
2.6870000362396	-4.5761700334403
2.6914999485016	-4.5770409813778
2.6960000991821	-4.5767129498760
2.7005000114441	-4.5748338012461
2.7049999237061	-4.5711000867697
2.7095000743866	-4.5652743792125
2.7139999866486	-4.5571889828459
2.7184998989105	-4.5467574778073
2.7230000495911	-4.5339731922899
2.7274999618530	-4.5189192923934
2.7320001125336	-4.5017575708825
2.7365000247955	-4.4827277766369
2.7409999370575	-4.4621400399069
2.7455000877380	-4.4403615813272
2.7500000000000	-4.4178038050169
